EC:1.1.1.1	Alcohol dehydrogenase
EC:2.7.9.4	Alpha-glucan, water dikinase
EC:2.7.9.5	Phosphoglucan, water dikinase
EC:2.8.1.1	Thiosulfate sulfurtransferase
EC:2.8.1.10	Thiazole synthase
EC:2.8.1.12	Molybdopterin synthase
EC:2.8.1.2	3-mercaptopyruvate sulfurtransferase
EC:2.8.1.6	Biotin synthase
EC:2.8.1.7	Cysteine desulfurase
EC:2.8.1.8	Lipoyl synthase
EC:2.8.1.9	Molybdenum cofactor sulfurtransferase
EC:2.8.2.1	Aryl sulfotransferase
EC:2.8.2.14	Bile-salt sulfotransferase
EC:2.8.2.2	Alcohol sulfotransferase
EC:2.8.2.20	Protein-tyrosine sulfotransferase
EC:2.8.2.22	Aryl-sulfate sulfotransferase
EC:2.8.2.23	[Heparan sulfate]-glucosamine 3-sulfotransferase 1
EC:2.8.2.3	Amine sulfotransferase
EC:2.8.2.30	[Heparan sulfate]-glucosamine 3-sulfotransferase 3
EC:2.8.2.33	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase
EC:2.8.2.35	Dermatan 4-sulfotransferase
EC:2.8.2.4	Estrone sulfotransferase
EC:2.8.2.5	Chondroitin 4-sulfotransferase
EC:2.8.3.1	Propionate CoA-transferase
EC:2.8.3.10	Citrate CoA-transferase
EC:2.8.3.12	Glutaconate CoA-transferase
EC:2.8.3.13	Succinate--hydroxymethylglutarate CoA-transferase
EC:2.8.3.15	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase
EC:2.8.3.16	Formyl-CoA transferase
EC:2.8.3.17	Cinnamoyl-CoA:phenyllactate CoA-transferase
EC:2.8.3.18	Succinyl-CoA:acetate CoA-transferase
EC:2.8.3.19	CoA:oxalate CoA-transferase
EC:2.8.3.20	Succinyl-CoA--D-citramalate CoA-transferase
EC:2.8.3.21	L-carnitine CoA-transferase
EC:2.8.3.22	Succinyl-CoA--L-malate CoA-transferase
EC:2.8.3.5	3-oxoacid CoA-transferase
EC:2.8.3.6	3-oxoadipate CoA-transferase
EC:2.8.3.8	Acetate CoA-transferase
EC:2.8.3.9	Butyrate--acetoacetate CoA-transferase
EC:2.8.4.1	Coenzyme-B sulfoethylthiotransferase
EC:2.8.4.2	Arsenate-mycothiol transferase
EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EC:2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase
EC:2.8.4.5	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
EC:2.9.1.1	L-seryl-tRNA(Sec) selenium transferase
EC:2.9.1.2	O-phospho-L-seryl-tRNA(Sec):L-selenocysteinyl-tRNA synthase
EC:3.1.1.1	Carboxylesterase
EC:3.1.1.11	Pectinesterase
EC:3.1.1.13	Sterol esterase
EC:3.1.1.14	Chlorophyllase
EC:3.1.1.15	L-arabinonolactonase
EC:3.1.1.17	Gluconolactonase
EC:3.1.1.2	Arylesterase
EC:3.1.1.22	Hydroxybutyrate-dimer hydrolase
EC:3.1.1.23	Acylglycerol lipase
EC:3.1.1.24	3-oxoadipate enol-lactonase
EC:3.1.1.27	4-pyridoxolactonase
EC:3.1.1.29	Aminoacyl-tRNA hydrolase
EC:3.1.1.3	Triacylglycerol lipase
EC:3.1.1.31	6-phosphogluconolactonase
EC:3.1.1.32	Phospholipase A(1)
EC:3.1.1.4	Phospholipase A(2)
EC:3.1.1.41	Cephalosporin-C deacetylase
EC:3.1.1.45	Carboxymethylenebutenolidase
EC:3.1.1.47	1-alkyl-2-acetylglycerophosphocholine esterase
EC:3.1.1.5	Lysophospholipase
EC:3.1.1.53	Sialate O-acetylesterase
EC:3.1.1.56	Methylumbelliferyl-acetate deacetylase
EC:3.1.1.57	2-pyrone-4,6-dicarboxylate lactonase
EC:3.1.1.59	Juvenile-hormone esterase
EC:3.1.1.61	Protein-glutamate methylesterase
EC:3.1.1.7	Acetylcholinesterase
EC:3.1.1.72	Acetylxylan esterase
EC:3.1.1.73	Feruloyl esterase
EC:3.1.1.74	Cutinase
EC:3.1.1.75	Poly(3-hydroxybutyrate) depolymerase
EC:3.1.1.77	Acyloxyacyl hydrolase
EC:3.1.1.79	Hormone-sensitive lipase
EC:3.1.1.8	Cholinesterase
EC:3.1.1.81	Quorum-quenching N-acyl-homoserine lactonase
EC:3.1.1.83	Monoterpene epsilon-lactone hydrolase
EC:3.1.1.84	Cocaine esterase
EC:3.1.1.85	Pimeloyl-[acyl-carrier protein] methyl ester esterase
EC:3.1.1.89	Protein phosphatase methylesterase-1
EC:3.1.1.93	Mycophenolic acid acyl-glucuronide esterase
EC:3.1.1.95	Aclacinomycin methylesterase
EC:3.1.1.96	D-aminoacyl-tRNA deacylase
EC:3.1.11.1	Exodeoxyribonuclease I
EC:3.1.11.2	Exodeoxyribonuclease III
EC:3.1.11.3	Exodeoxyribonuclease (lambda-induced)
EC:3.1.11.5	Exodeoxyribonuclease V
EC:3.1.11.6	Exodeoxyribonuclease VII
EC:3.1.12.1	5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)
EC:3.1.13.1	Exoribonuclease II
EC:3.1.13.3	Oligonucleotidase
EC:3.1.13.4	Poly(A)-specific ribonuclease
EC:3.1.13.5	Ribonuclease D
EC:3.1.2.1	Acetyl-CoA hydrolase
EC:3.1.2.12	S-formylglutathione hydrolase
EC:3.1.2.14	Oleoyl-[acyl-carrier-protein] hydrolase
EC:3.1.2.2	Palmitoyl-CoA hydrolase
EC:3.1.2.20	Acyl-CoA hydrolase
EC:3.1.2.21	Dodecanoyl-[acyl-carrier-protein] hydrolase
EC:3.1.2.22	Palmitoyl-protein hydrolase
EC:3.1.2.23	4-hydroxybenzoyl-CoA thioesterase
EC:3.1.2.25	Phenylacetyl-CoA hydrolase
EC:3.1.2.26	Bile-acid-CoA hydrolase
EC:3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EC:3.1.2.29	Fluoroacetyl-CoA thioesterase
EC:3.1.2.30	(3S)-malyl-CoA thioesterase
EC:3.1.2.4	3-hydroxyisobutyryl-CoA hydrolase
EC:3.1.2.6	Hydroxyacylglutathione hydrolase
EC:3.1.21.1	Deoxyribonuclease I
EC:3.1.21.2	Deoxyribonuclease IV
EC:3.1.21.3	Type I site-specific deoxyribonuclease
EC:3.1.21.4	Type II site-specific deoxyribonuclease
EC:3.1.21.5	Type III site-specific deoxyribonuclease
EC:3.1.21.7	Deoxyribonuclease V
EC:3.1.22.1	Deoxyribonuclease II
EC:3.1.22.4	Crossover junction endodeoxyribonuclease
EC:3.1.25.1	Deoxyribonuclease (pyrimidine dimer)
EC:3.1.26.11	Ribonuclease Z
EC:3.1.26.12	Ribonuclease E
EC:3.1.26.3	Ribonuclease III
EC:3.1.26.4	Ribonuclease H
EC:3.1.26.5	Ribonuclease P
EC:3.1.26.8	Ribonuclease M5
EC:3.1.27.1	Ribonuclease T(2)
EC:3.1.27.3	Ribonuclease T(1)
EC:3.1.27.6	Enterobacter ribonuclease
EC:3.1.27.9	Transferred entry: 4.6.1.16
EC:3.1.3.1	Alkaline phosphatase
EC:3.1.3.10	Glucose-1-phosphatase
EC:3.1.3.11	Fructose-bisphosphatase
EC:3.1.3.12	Trehalose-phosphatase
EC:3.1.3.15	Histidinol-phosphatase
EC:3.1.3.16	Protein-serine/threonine phosphatase
EC:3.1.3.18	Phosphoglycolate phosphatase
EC:3.1.3.2	Acid phosphatase
EC:3.1.3.21	Glycerol-1-phosphatase
EC:3.1.3.23	Sugar-phosphatase
EC:3.1.3.25	Inositol-phosphate phosphatase
EC:3.1.3.26	4-phytase
EC:3.1.3.27	Phosphatidylglycerophosphatase
EC:3.1.3.29	N-acylneuraminate-9-phosphatase
EC:3.1.3.3	Phosphoserine phosphatase
EC:3.1.3.32	Polynucleotide 3'-phosphatase
EC:3.1.3.36	Phosphoinositide 5-phosphatase
EC:3.1.3.37	Sedoheptulose-bisphosphatase
EC:3.1.3.39	Streptomycin-6-phosphatase
EC:3.1.3.4	Phosphatidate phosphatase
EC:3.1.3.41	4-nitrophenylphosphatase
EC:3.1.3.43	[Pyruvate dehydrogenase (acetyl-transferring)]-phosphatase
EC:3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase
EC:3.1.3.46	Fructose-2,6-bisphosphate 2-phosphatase
EC:3.1.3.48	Protein-tyrosine-phosphatase
EC:3.1.3.5	5'-nucleotidase
EC:3.1.3.56	Inositol-polyphosphate 5-phosphatase
EC:3.1.3.57	Inositol-1,4-bisphosphate 1-phosphatase
EC:3.1.3.6	3'-nucleotidase
EC:3.1.3.62	Multiple inositol-polyphosphate phosphatase
EC:3.1.3.64	Phosphatidylinositol-3-phosphatase
EC:3.1.3.66	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase
EC:3.1.3.67	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase
EC:3.1.3.69	Glucosylglycerol 3-phosphatase
EC:3.1.3.7	3'(2'),5'-bisphosphate nucleotidase
EC:3.1.3.70	Mannosyl-3-phosphoglycerate phosphatase
EC:3.1.3.71	2-phosphosulfolactate phosphatase
EC:3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase
EC:3.1.3.74	Pyridoxal phosphatase
EC:3.1.3.76	Lipid-phosphate phosphatase
EC:3.1.3.77	Acireductone synthase
EC:3.1.3.78	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase
EC:3.1.3.79	Mannosylfructose-phosphate phosphatase
EC:3.1.3.8	3-phytase
EC:3.1.3.80	2,3-bisphosphoglycerate 3-phosphatase
EC:3.1.3.81	Diacylglycerol diphosphate phosphatase
EC:3.1.3.82	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase
EC:3.1.3.83	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EC:3.1.3.86	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase
EC:3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
EC:3.1.3.88	5''-phosphoribostamycin phosphatase
EC:3.1.3.89	5'-deoxynucleotidase
EC:3.1.3.9	Glucose-6-phosphatase
EC:3.1.3.90	Maltose 6'-phosphate phosphatase
EC:3.1.3.92	Kanosamine-6-phosphate phosphatase
EC:3.1.3.93	L-galactose 1-phosphate phosphatase
EC:3.1.3.95	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase
EC:3.1.30.1	Aspergillus nuclease S(1)
EC:3.1.31.1	Micrococcal nuclease
EC:3.1.4.1	Phosphodiesterase I
EC:3.1.4.11	Phosphoinositide phospholipase C
EC:3.1.4.12	Sphingomyelin phosphodiesterase
EC:3.1.4.14	[Acyl-carrier-protein] phosphodiesterase
EC:3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase
EC:3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase
EC:3.1.4.2	Glycerophosphocholine phosphodiesterase
EC:3.1.4.3	Phospholipase C
EC:3.1.4.35	3',5'-cyclic-GMP phosphodiesterase
EC:3.1.4.37	2',3'-cyclic-nucleotide 3'-phosphodiesterase
EC:3.1.4.4	Phospholipase D
EC:3.1.4.44	Glycerophosphoinositol glycerophosphodiesterase
EC:3.1.4.46	Glycerophosphodiester phosphodiesterase
EC:3.1.4.50	Glycosylphosphatidylinositol phospholipase D
EC:3.1.4.52	Cyclic-guanylate-specific phosphodiesterase
EC:3.1.4.53	3',5'-cyclic-AMP phosphodiesterase
EC:3.1.4.54	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D
EC:3.1.4.55	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
EC:3.1.4.56	7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase
EC:3.1.5.1	dGTPase
EC:3.1.6.1	Arylsulfatase
EC:3.1.6.12	N-acetylgalactosamine-4-sulfatase
EC:3.1.6.13	Iduronate-2-sulfatase
EC:3.1.6.14	N-acetylglucosamine-6-sulfatase
EC:3.1.6.2	Steryl-sulfatase
EC:3.1.6.4	N-acetylgalactosamine-6-sulfatase
EC:3.1.6.6	Choline-sulfatase
EC:3.1.6.8	Cerebroside-sulfatase
EC:3.1.7.2	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
EC:3.1.7.8	Tuberculosinol synthase
EC:3.1.7.9	Isotuberculosinol synthase
EC:3.1.8.1	Aryldialkylphosphatase
EC:3.10.1.1	N-sulfoglucosamine sulfohydrolase
EC:3.11.1.1	Phosphonoacetaldehyde hydrolase
EC:3.11.1.2	Phosphonoacetate hydrolase
EC:3.11.1.3	Phosphonopyruvate hydrolase
EC:3.13.1.1	UDP-sulfoquinovose synthase
EC:3.13.1.3	2'-hydroxybiphenyl-2-sulfinate desulfinase
EC:3.2.1.1	Alpha-amylase
EC:3.2.1.10	Oligo-1,6-glucosidase
EC:3.2.1.101	Mannan endo-1,6-alpha-mannosidase
EC:3.2.1.106	Mannosyl-oligosaccharide glucosidase
EC:3.2.1.108	Lactase
EC:3.2.1.11	Dextranase
EC:3.2.1.113	Mannosyl-oligosaccharide 1,2-alpha-mannosidase
EC:3.2.1.114	Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase
EC:3.2.1.122	Maltose-6'-phosphate glucosidase
EC:3.2.1.123	Endoglycosylceramidase
EC:3.2.1.130	Glycoprotein endo-alpha-1,2-mannosidase
EC:3.2.1.132	Chitosanase
EC:3.2.1.135	Neopullulanase
EC:3.2.1.136	Glucuronoarabinoxylan endo-1,4-beta-xylanase
EC:3.2.1.139	Alpha-glucuronidase
EC:3.2.1.14	Chitinase
EC:3.2.1.141	4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase
EC:3.2.1.143	Poly(ADP-ribose) glycohydrolase
EC:3.2.1.15	Polygalacturonase
EC:3.2.1.150	Oligoxyloglucan reducing-end-specific cellobiohydrolase
EC:3.2.1.151	Xyloglucan-specific endo-beta-1,4-glucanase
EC:3.2.1.152	Mannosylglycoprotein endo-beta-mannosidase
EC:3.2.1.155	Xyloglucan-specific exo-beta-1,4-glucanase
EC:3.2.1.156	Oligosaccharide reducing-end xylanase
EC:3.2.1.164	Galactan endo-1,6-beta-galactosidase
EC:3.2.1.165	Exo-1,4-beta-D-glucosaminidase
EC:3.2.1.166	Heparanase
EC:3.2.1.169	Protein O-GlcNAcase
EC:3.2.1.17	Lysozyme
EC:3.2.1.170	Mannosylglycerate hydrolase
EC:3.2.1.172	Unsaturated rhamnogalacturonyl hydrolase
EC:3.2.1.175	Beta-D-glucopyranosyl abscisate beta-glucosidase
EC:3.2.1.177	Alpha-D-xyloside xylohydrolase
EC:3.2.1.18	Exo-alpha-sialidase
EC:3.2.1.180	Unsaturated chondroitin disaccharide hydrolase
EC:3.2.1.183	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)
EC:3.2.1.184	UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
EC:3.2.1.185	Non-reducing end beta-L-arabinofuranosidase
EC:3.2.1.187	(Ara-f)(3)-Hyp beta-L-arabinobiosidase
EC:3.2.1.2	Beta-amylase
EC:3.2.1.20	Alpha-glucosidase
EC:3.2.1.21	Beta-glucosidase
EC:3.2.1.22	Alpha-galactosidase
EC:3.2.1.23	Beta-galactosidase
EC:3.2.1.24	Alpha-mannosidase
EC:3.2.1.25	Beta-mannosidase
EC:3.2.1.26	Beta-fructofuranosidase
EC:3.2.1.28	Alpha,alpha-trehalase
EC:3.2.1.3	Glucan 1,4-alpha-glucosidase
EC:3.2.1.31	Beta-glucuronidase
EC:3.2.1.33	Amylo-alpha-1,6-glucosidase
EC:3.2.1.35	Hyaluronoglucosaminidase
EC:3.2.1.37	Xylan 1,4-beta-xylosidase
EC:3.2.1.39	Glucan endo-1,3-beta-D-glucosidase
EC:3.2.1.4	Cellulase
EC:3.2.1.40	Alpha-L-rhamnosidase
EC:3.2.1.41	Pullulanase
EC:3.2.1.45	Glucosylceramidase
EC:3.2.1.46	Galactosylceramidase
EC:3.2.1.49	Alpha-N-acetylgalactosaminidase
EC:3.2.1.50	Alpha-N-acetylglucosaminidase
EC:3.2.1.51	Alpha-L-fucosidase
EC:3.2.1.52	Beta-N-acetylhexosaminidase
EC:3.2.1.54	Cyclomaltodextrinase
EC:3.2.1.55	Non-reducing end alpha-L-arabinofuranosidase
EC:3.2.1.58	Glucan 1,3-beta-glucosidase
EC:3.2.1.59	Glucan endo-1,3-alpha-glucosidase
EC:3.2.1.6	Endo-1,3(4)-beta-glucanase
EC:3.2.1.62	Glycosylceramidase
EC:3.2.1.64	2,6-beta-fructan 6-levanbiohydrolase
EC:3.2.1.65	Levanase
EC:3.2.1.67	Galacturan 1,4-alpha-galacturonidase
EC:3.2.1.68	Isoamylase
EC:3.2.1.70	Glucan 1,6-alpha-glucosidase
EC:3.2.1.73	Licheninase
EC:3.2.1.76	L-iduronidase
EC:3.2.1.78	Mannan endo-1,4-beta-mannosidase
EC:3.2.1.8	Endo-1,4-beta-xylanase
EC:3.2.1.80	Fructan beta-fructosidase
EC:3.2.1.81	Beta-agarase
EC:3.2.1.82	Exo-poly-alpha-galacturonosidase
EC:3.2.1.84	Glucan 1,3-alpha-glucosidase
EC:3.2.1.85	6-phospho-beta-galactosidase
EC:3.2.1.86	6-phospho-beta-glucosidase
EC:3.2.1.89	Arabinogalactan endo-beta-1,4-galactanase
EC:3.2.1.91	Cellulose 1,4-beta-cellobiosidase (non-reducing end)
EC:3.2.1.93	Alpha,alpha-phosphotrehalase
EC:3.2.1.96	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
EC:3.2.1.97	Endo-alpha-N-acetylgalactosaminidase
EC:3.2.1.99	Arabinan endo-1,5-alpha-L-arabinosidase
EC:3.2.2.1	Purine nucleosidase
EC:3.2.2.16	Methylthioadenosine nucleosidase
EC:3.2.2.20	DNA-3-methyladenine glycosylase I
EC:3.2.2.21	DNA-3-methyladenine glycosylase II
EC:3.2.2.23	DNA-formamidopyrimidine glycosylase
EC:3.2.2.24	ADP-ribosyl-[dinitrogen reductase] hydrolase
EC:3.2.2.26	Futalosine hydrolase
EC:3.2.2.27	Uracil-DNA glycosylase
EC:3.2.2.3	Uridine nucleosidase
EC:3.2.2.30	Aminodeoxyfutalosine nucleosidase
EC:3.2.2.4	AMP nucleosidase
EC:3.2.2.5	NAD(+) glycohydrolase
EC:3.2.2.8	Ribosylpyrimidine nucleosidase
EC:3.2.2.9	Adenosylhomocysteine nucleosidase
EC:3.3.1.1	Adenosylhomocysteinase
EC:3.3.2.1	Isochorismatase
EC:3.3.2.10	Soluble epoxide hydrolase
EC:3.3.2.12	Oxepin-CoA hydrolase
EC:3.3.2.13	Chorismatase
EC:3.3.2.2	Alkenylglycerophosphocholine hydrolase
EC:3.3.2.5	Alkenylglycerophosphoethanolamine hydrolase
EC:3.3.2.6	Leukotriene-A(4) hydrolase
EC:3.3.2.8	Limonene-1,2-epoxide hydrolase
EC:3.3.2.9	Microsomal epoxide hydrolase
EC:3.4.11.1	Leucyl aminopeptidase
EC:3.4.11.10	Bacterial leucyl aminopeptidase
EC:3.4.11.14	Cytosol alanyl aminopeptidase
EC:3.4.11.15	Aminopeptidase Y
EC:3.4.11.18	Methionyl aminopeptidase
EC:3.4.11.19	D-stereospecific aminopeptidase
EC:3.4.11.2	Membrane alanyl aminopeptidase
EC:3.4.11.21	Aspartyl aminopeptidase
EC:3.4.11.23	PepB aminopeptidase
EC:3.4.11.24	Aminopeptidase S
EC:3.4.11.26	Intermediate cleaving peptidase 55
EC:3.4.11.4	Tripeptide aminopeptidase
EC:3.4.11.5	Prolyl aminopeptidase
EC:3.4.11.6	Aminopeptidase B
EC:3.4.11.7	Glutamyl aminopeptidase
EC:3.4.11.9	Xaa-Pro aminopeptidase
EC:3.4.13.18	Cytosol nonspecific dipeptidase
EC:3.4.13.19	Membrane dipeptidase
EC:3.4.13.21	Dipeptidase E
EC:3.4.13.22	D-Ala-D-Ala dipeptidase
EC:3.4.13.9	Xaa-Pro dipeptidase
EC:3.4.14.1	Dipeptidyl-peptidase I
EC:3.4.14.10	Tripeptidyl-peptidase II
EC:3.4.14.11	Xaa-Pro dipeptidyl-peptidase
EC:3.4.14.12	Xaa-Xaa-Pro tripeptidyl-peptidase
EC:3.4.14.4	Dipeptidyl-peptidase III
EC:3.4.14.5	Dipeptidyl-peptidase IV
EC:3.4.14.9	Tripeptidyl-peptidase I
EC:3.4.15.1	Peptidyl-dipeptidase A
EC:3.4.15.5	Peptidyl-dipeptidase Dcp
EC:3.4.15.6	Cyanophycinase
EC:3.4.16.2	Lysosomal Pro-Xaa carboxypeptidase
EC:3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase
EC:3.4.16.5	Carboxypeptidase C
EC:3.4.16.6	Carboxypeptidase D
EC:3.4.17.1	Carboxypeptidase A
EC:3.4.17.10	Carboxypeptidase E
EC:3.4.17.11	Glutamate carboxypeptidase
EC:3.4.17.13	Muramoyltetrapeptide carboxypeptidase
EC:3.4.17.14	Zinc D-Ala-D-Ala carboxypeptidase
EC:3.4.17.18	Carboxypeptidase T
EC:3.4.17.19	Carboxypeptidase Taq
EC:3.4.17.2	Carboxypeptidase B
EC:3.4.17.20	Carboxypeptidase U
EC:3.4.17.21	Glutamate carboxypeptidase II
EC:3.4.17.22	Metallocarboxypeptidase D
EC:3.4.17.4	Gly-Xaa carboxypeptidase
EC:3.4.18.1	Cathepsin X
EC:3.4.19.1	Acylaminoacyl-peptidase
EC:3.4.19.11	Gamma-D-glutamyl-meso-diaminopimelate peptidase
EC:3.4.19.12	Ubiquitinyl hydrolase 1
EC:3.4.19.13	Glutathione hydrolase
EC:3.4.19.14	Leukotriene-C(4) hydrolase
EC:3.4.19.3	Pyroglutamyl-peptidase I
EC:3.4.19.5	Beta-aspartyl-peptidase
EC:3.4.19.9	Gamma-glutamyl hydrolase
EC:3.4.21.1	Chymotrypsin
EC:3.4.21.10	Acrosin
EC:3.4.21.100	Sedolisin
EC:3.4.21.101	Xanthomonalisin
EC:3.4.21.102	C-terminal processing peptidase
EC:3.4.21.105	Rhomboid protease
EC:3.4.21.107	Peptidase Do
EC:3.4.21.108	HtrA2 peptidase
EC:3.4.21.109	Matriptase
EC:3.4.21.110	C5a peptidase
EC:3.4.21.112	Site-1 protease
EC:3.4.21.116	SpoIVB peptidase
EC:3.4.21.117	Stratum corneum chymotryptic enzyme
EC:3.4.21.19	Glutamyl endopeptidase
EC:3.4.21.2	Chymotrypsin C
EC:3.4.21.22	Coagulation factor IXa
EC:3.4.21.26	Prolyl oligopeptidase
EC:3.4.21.34	Plasma kallikrein
EC:3.4.21.35	Tissue kallikrein
EC:3.4.21.36	Pancreatic elastase
EC:3.4.21.4	Trypsin
EC:3.4.21.41	Complement subcomponent C1r
EC:3.4.21.42	Complement subcomponent C1s
EC:3.4.21.46	Complement factor D
EC:3.4.21.48	Cerevisin
EC:3.4.21.50	Lysyl endopeptidase
EC:3.4.21.53	Endopeptidase La
EC:3.4.21.59	Tryptase
EC:3.4.21.61	Kexin
EC:3.4.21.62	Subtilisin
EC:3.4.21.66	Thermitase
EC:3.4.21.68	T-plasminogen activator
EC:3.4.21.69	Protein C (activated)
EC:3.4.21.71	Pancreatic elastase II
EC:3.4.21.72	IgA-specific serine endopeptidase
EC:3.4.21.73	U-plasminogen activator
EC:3.4.21.75	Furin
EC:3.4.21.76	Myeloblastin
EC:3.4.21.80	Streptogrisin A
EC:3.4.21.81	Streptogrisin B
EC:3.4.21.82	Glutamyl endopeptidase II
EC:3.4.21.83	Oligopeptidase B
EC:3.4.21.88	Repressor LexA
EC:3.4.21.89	Signal peptidase I
EC:3.4.21.9	Enteropeptidase
EC:3.4.21.92	Endopeptidase Clp
EC:3.4.21.93	Proprotein convertase 1
EC:3.4.21.94	Proprotein convertase 2
EC:3.4.21.96	Lactocepin
EC:3.4.22.1	Cathepsin B
EC:3.4.22.10	Streptopain
EC:3.4.22.15	Cathepsin L
EC:3.4.22.16	Cathepsin H
EC:3.4.22.27	Cathepsin S
EC:3.4.22.34	Legumain
EC:3.4.22.36	Caspase-1
EC:3.4.22.37	Gingipain R
EC:3.4.22.38	Cathepsin K
EC:3.4.22.4	Transferred entry: 3.4.22.32 and 3.4.22.33
EC:3.4.22.40	Bleomycin hydrolase
EC:3.4.22.41	Cathepsin F
EC:3.4.22.42	Cathepsin O
EC:3.4.22.48	Staphopain
EC:3.4.22.49	Separase
EC:3.4.22.55	Caspase-2
EC:3.4.22.68	Ulp1 peptidase
EC:3.4.22.70	Sortase A
EC:3.4.22.8	Clostripain
EC:3.4.23.1	Pepsin A
EC:3.4.23.3	Gastricsin
EC:3.4.23.36	Signal peptidase II
EC:3.4.23.4	Chymosin
EC:3.4.23.40	Phytepsin
EC:3.4.23.42	Thermopsin
EC:3.4.23.43	Prepilin peptidase
EC:3.4.23.48	Plasminogen activator Pla
EC:3.4.23.49	Omptin
EC:3.4.23.5	Cathepsin D
EC:3.4.23.51	HycI peptidase
EC:3.4.23.52	Preflagellin peptidase
EC:3.4.24.11	Neprilysin
EC:3.4.24.13	IgA-specific metalloendopeptidase
EC:3.4.24.15	Thimet oligopeptidase
EC:3.4.24.16	Neurolysin
EC:3.4.24.20	Peptidyl-Lys metalloendopeptidase
EC:3.4.24.21	Astacin
EC:3.4.24.25	Vibriolysin
EC:3.4.24.26	Pseudolysin
EC:3.4.24.27	Thermolysin
EC:3.4.24.28	Bacillolysin
EC:3.4.24.29	Aureolysin
EC:3.4.24.3	Microbial collagenase
EC:3.4.24.30	Coccolysin
EC:3.4.24.34	Neutrophil collagenase
EC:3.4.24.36	Leishmanolysin
EC:3.4.24.37	Saccharolysin
EC:3.4.24.40	Serralysin
EC:3.4.24.55	Pitrilysin
EC:3.4.24.56	Insulysin
EC:3.4.24.59	Mitochondrial intermediate peptidase
EC:3.4.24.61	Nardilysin
EC:3.4.24.63	Meprin B
EC:3.4.24.64	Mitochondrial processing peptidase
EC:3.4.24.68	Tentoxilysin
EC:3.4.24.69	Bontoxilysin
EC:3.4.24.70	Oligopeptidase A
EC:3.4.24.71	Endothelin-converting enzyme 1
EC:3.4.24.75	Lysostaphin
EC:3.4.24.77	Snapalysin
EC:3.4.24.78	GPR endopeptidase
EC:3.4.24.80	Membrane-type matrix metalloproteinase-1
EC:3.4.24.81	ADAM10 endopeptidase
EC:3.4.24.83	Anthrax lethal factor endopeptidase
EC:3.4.24.84	Ste24 endopeptidase
EC:3.4.24.85	S2P endopeptidase
EC:3.4.24.86	ADAM 17 endopeptidase
EC:3.4.25.1	Proteasome endopeptidase complex
EC:3.4.25.2	HslU--HslV peptidase
EC:3.5.1.1	Asparaginase
EC:3.5.1.10	Formyltetrahydrofolate deformylase
EC:3.5.1.100	(R)-amidase
EC:3.5.1.101	L-proline amide hydrolase
EC:3.5.1.102	deformylase
EC:3.5.1.103	deacetylase
EC:3.5.1.105	Chitin disaccharide deacetylase
EC:3.5.1.106	N-formylmaleamate deformylase
EC:3.5.1.107	Maleamate amidohydrolase
EC:3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EC:3.5.1.11	Penicillin amidase
EC:3.5.1.110	Peroxyureidoacrylate/ureidoacrylate amidohydrolase
EC:3.5.1.112	2'-N-acetylparomamine deacetylase
EC:3.5.1.114	N-acyl-aromatic-L-amino acid amidohydrolase
EC:3.5.1.115	Mycothiol S-conjugate amidase
EC:3.5.1.116	Ureidoglycolate amidohydrolase
EC:3.5.1.118	Gamma-glutamyl hercynylcysteine S-oxide hydrolase
EC:3.5.1.12	Biotinidase
EC:3.5.1.14	N-acyl-aliphatic-L-amino acid amidohydrolase
EC:3.5.1.15	Aspartoacylase
